type	date	text	polarity	subjectivity	username	location	lat long formula	geo	follower count	retweets	favorites
At Petsmart	Sat Apr 09 00:04:35 +0000 2016	RT @midwesternmoms: Kitty got new #cat toys + #giveaway #ad #jacksongalaxycatplay @PetSmart @PetmateProducts https://t.co/nPD6Ds9qvi https:É??	0.136363636	0.454545455	mandipie4u	"St. Louis, MO"	"38.6272733, -90.1978888"	"38.6272733, -90.1978888"	338	0	0
Dog Park	Sat Apr 09 23:15:12 +0000 2016	"RT @TGEast: The new @FPNA Dog Park is awesome! Thanks to the neighborhood board, volunteers and @chryssi for having us! https://t.co/3LdDnpÉ??"	0.462121212	0.551515152	DebbieMonterrey	"St. Louis, MO"	"38.6272733, -90.1978888"	"38.6272733, -90.1978888"	422	0	2
Petsmart	Sat Apr 09 00:04:35 +0000 2016	RT @midwesternmoms: Kitty got new #cat toys + #giveaway #ad #jacksongalaxycatplay @PetSmart @PetmateProducts https://t.co/nPD6Ds9qvi https:É??	0.136363636	0.454545455	mandipie4u	"St. Louis, MO"	"38.6272733, -90.1978888"	"38.6272733, -90.1978888"	1126	0	0
Rescue Dog	Wed Apr 13 23:50:12 +0000 2016	RT @BurnieBaker: Last nitez dream I had a giant dog named PoWdeR to add to my frend horse JeLLyfiSh. We'll rescue u from any nitemare!	0	0.533333333	birdlover15	"St. Louis, MO"	"38.6272733, -90.1978888"	"38.6272733, -90.1978888"	132	0	0
Dog Image	Sat Apr 09 00:08:55 +0000 2016	Dog the Bounty Hunter #MakePeopleAnimals https://t.co/KTCYCUCgDz	0	0	gahruev	"Carmichael, CA"	"38.6275665, -121.32172308683"	"38.6275665, -121.32172308683"	567	0	0
At Chewy	Sat Apr 16 10:27:40 +0000 2016	RT @Chewy: Happy Friday! Want to win Dogswell treats for your pup? RT &amp; follow for your chance to win! #FreebieFriday https://t.co/SLz7HGBdÉ??	0.933333333	0.6	lesaann98	"Hacker Valley, WV"	"38.6526046, -80.3836938"	"38.6526046, -80.3836938"	290	0	0
At Petsmart	Tue Apr 12 19:25:28 +0000 2016	@PetSmart yes he is	0	0	lesaann98	"Hacker Valley, WV"	"38.6526046, -80.3836938"	"38.6526046, -80.3836938"	512	0	0
At Pet Supplies Plus	Tue Apr 12 22:55:03 +0000 2016	RT @petsuppliesplus: VIP Petcare is offering $7 microchipping thru April 30th. Check with your local PSP for availability &amp; clinic dates. hÉ??	0	0	ccspets	"Chesterfield, MI"	"38.6560565, -90.5742028"	"38.6560565, -90.5742028"	432	0	0
At Pet Supplies Plus	Tue Apr 12 22:55:03 +0000 2016	RT @petsuppliesplus: VIP Petcare is offering $7 microchipping thru April 30th. Check with your local PSP for availability &amp; clinic dates. hÉ??	0	0	ccspets	"Chesterfield, MI"	"38.6560565, -90.5742028"	"38.6560565, -90.5742028"	24	0	0
At Pet Supplies Plus	Tue Apr 12 22:55:03 +0000 2016	RT @petsuppliesplus: VIP Petcare is offering $7 microchipping thru April 30th. Check with your local PSP for availability &amp; clinic dates. hÉ??	0	0	ccspets	"Chesterfield, MI"	"38.6560565, -90.5742028"	"38.6560565, -90.5742028"	15	0	0
Dog Park	Sat Apr 09 23:00:02 +0000 2016	"Does your dog have doggy playdates?

Where do you take your dog for playdates? 
If a public dog park, do you know all the dog's there?"	0	0.066666667	HeritageVet	"Creve Coeur, MO"	"38.6608855, -90.422618"	"38.6608855, -90.422618"	266	2	0
Puppy Image	Sat Apr 16 00:30:44 +0000 2016	RT @UniformStories: Who can resist petting this puppy? https://t.co/Pk6dvZ78Ep	0	0	sandra_woodall	"Folsom, CA"	"38.6779591, -121.1760582"	"38.6779591, -121.1760582"	1698	4	0
Dog Bed	Sat Apr 09 22:28:16 +0000 2016	I want to #win a Molly Mutt Pillow Pack! @missmollysays2 @mollymutt https://t.co/1TVhNEScRq	1	0.4	lyzjus2	delaware	"38.6920451, -75.4013314"	"38.6920451, -75.4013314"	412	67	0
Pet Food	Sat Apr 16 20:36:46 +0000 2016	"""Hi I have a 7-month-old puppy, do you have free dog food I could give him?"" WHY GET A PET IF YOU CAN'T AFFORD TO FEED IT"	0.15	0.45	iamstephgomez	Delaware	"38.6920451, -75.4013314"	"38.6920451, -75.4013314"	364	67	0
Natural Pet Food	Sat Apr 16 06:22:49 +0000 2016	"RT @pvnk_princess: please feed your pets natural human food you can't trust these ""FDA approved"" pet companies products https://t.co/H6gpOSÉ??"	0.05	0.25	thoptimusprime	"Delaware, USA"	"38.6920451, -75.4013314"	"38.6920451, -75.4013314"	14	67	0
The Honest Kitchen	Mon Apr 04 23:07:35 +0000 2016	THIS MONTH ONLY! All The Honest Kitchen food is 20% off! https://t.co/yiSvn63j8S	0.375	0.95	PremierPetSpply	"Beverly Hills, MI"	"38.7000511, -90.2923358"	"38.7000511, -90.2923358"	964	281	0
The Honest Kitchen	Mon Apr 04 23:07:35 +0000 2016	THIS MONTH ONLY! All The Honest Kitchen food is 20% off! https://t.co/yiSvn63j8S	0.375	0.95	PremierPetSpply	"Beverly Hills, MI"	"38.7000511, -90.2923358"	"38.7000511, -90.2923358"	87	281	0
Petsmart	Wed Apr 13 23:49:15 +0000 2016	"RT @AWLAArlington: If you raise $250+ for Walk for the Animals, you could win this $150 PetSmart gift card courtesy of @AaronSeekford! httpÉ??"	1	0.4	MGarthFoto	"Lorton, VA"	"38.7043397, -77.2203429"	"38.7043397, -77.2203429"	4117	1	0
The Honest Kitchen	Sun Apr 10 11:32:58 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/hEOlfUF0Vf	0.733333333	0.566666667	BuddyDogShop1	"North Beach, MD"	"38.7073406, -76.5310668"	"38.7073406, -76.5310668"	81	2	0
The Honest Kitchen	Sun Apr 10 11:32:58 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/hEOlfUF0Vf	0.733333333	0.566666667	BuddyDogShop1	"North Beach, MD"	"38.7073406, -76.5310668"	"38.7073406, -76.5310668"	386	7	0
The Honest Kitchen	Sun Apr 10 11:32:58 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/hEOlfUF0Vf	0.733333333	0.566666667	BuddyDogShop1	"North Beach, MD"	"38.7073406, -76.5310668"	"38.7073406, -76.5310668"	651	7	0
The Honest Kitchen	Sun Apr 10 11:32:58 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/hEOlfUF0Vf	0.733333333	0.566666667	BuddyDogShop1	"North Beach, MD"	"38.7073406, -76.5310668"	"38.7073406, -76.5310668"	1592	0	1
The Honest Kitchen	Sun Apr 10 11:32:58 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/hEOlfUF0Vf	0.733333333	0.566666667	BuddyDogShop1	"North Beach, MD"	"38.7073406, -76.5310668"	"38.7073406, -76.5310668"	3010	3	0
Puppy Image	Tue Apr 12 00:49:31 +0000 2016	"VIDEO UPDATE: Puppy Mill Raided in Somerset County, 300 Puppies Seized.
WATCH: https://t.co/EXkIeS3Z8t https://t.co/Q06GZgqgli"	0	0	WRDENews	"Rehoboth Beach, DE"	"38.7209436, -75.0760264"	"38.7209436, -75.0760264"	923	30	0
At Chewy	Fri Apr 08 21:23:32 +0000 2016	RT @Chewy: It's Friday and you can win your favorite Halo Treats! RT &amp; Follow for your chance to win! #FreebieFriday #Contest https://t.co/É??	0.808333333	0.6	NavyVetChris	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	211	36	0
At Petsmart	Tue Apr 12 19:01:54 +0000 2016	"RT @PetSmart: ""Oh, I'm sorry, am I in your way?"" https://t.co/ssLdNuFMf0"	-0.5	1	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	547	2351	0
At Petsmart	Tue Apr 12 19:01:23 +0000 2016	"RT @PetSmart: Go tongues out today, and don't hold back! #TOT (IG hueythebully) https://t.co/J6yxWjIQEP"	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	1543	1	0
At Petsmart	Tue Apr 12 19:01:08 +0000 2016	RT @PetSmart: It's #springtime! Freshen up your pet's look at the grooming salon: https://t.co/6k095QvcWP (IG Casey_Marie90) https://t.co/BÉ??	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	118	0	0
At Petsmart	Wed Apr 13 19:47:04 +0000 2016	RT @PetSmart: Doesn't take much to win over @thedailywalter... what's your pet's catchphrase? https://t.co/2MzkMkal6Y	0.8	0.4	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	447	0	0
At Petsmart	Wed Apr 13 19:17:43 +0000 2016	RT @PetSmart: Doggies love #icecream too. Try our DIY recipe! https://t.co/tpOnGp7yZ5 https://t.co/WuvLotsGBS	0.625	0.6	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	3834	0	0
At Petsmart	Wed Apr 13 19:17:21 +0000 2016	RT @PetSmart: Your cat's hygiene spans farther than just grooming. Learn more with @JacksonGalaxy: https://t.co/UA4UUvsVtv https://t.co/3BnÉ??	0.5	0.5	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	1033	0	1
At Petsmart	Fri Apr 15 22:59:10 +0000 2016	RT @JacksonGalaxy: Wanna grab lunch? Thx @PetSmart for offering -&gt; https://t.co/LlNE1brKsy #TeamCatMojo @PetmateProducts https://t.co/0O8WKÉ??	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	1158	88	0
Natural Balance	Fri Apr 08 18:49:05 +0000 2016	RT @NaturalBalance: #FanFriday Bella and Maggie are ultra-fans of Natural Balance! Send your pet photos to nbfans@naturalbalanceinc.com! htÉ??	0.15625	0.4	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	324	4109	0
Natural Balance	Fri Apr 08 18:49:05 +0000 2016	RT @NaturalBalance: #FanFriday Bella and Maggie are ultra-fans of Natural Balance! Send your pet photos to nbfans@naturalbalanceinc.com! htÉ??	0.15625	0.4	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	385	2351	0
Natural Balance	Fri Apr 15 22:55:29 +0000 2016	RT @NaturalBalance: #FanFriday Wyatt is a loyal Natural Balance L.I.D. fan! Send your pet photos to nbfans@naturalbalanceinc.com! https://tÉ??	0.244791667	0.616666667	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	272	2351	0
Natural Balance	Fri Apr 15 22:55:29 +0000 2016	RT @NaturalBalance: #FanFriday Wyatt is a loyal Natural Balance L.I.D. fan! Send your pet photos to nbfans@naturalbalanceinc.com! https://tÉ??	0.244791667	0.616666667	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	294	4	0
Petsmart	Sun Apr 10 23:30:26 +0000 2016	Did You know you can book your pet's next grooming appointment online. https://t.co/20nu3PHWFR #inspiredbypets #Roseville	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	191	36	0
Petsmart	Tue Apr 12 23:30:40 +0000 2016	Bring out their best with the right food for their unique needs. Learn more: https://t.co/26kjD3fdCy #inspiredbypets #Roseville	0.540178571	0.583928571	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	641	8401	0
Petsmart	Wed Apr 13 23:30:26 +0000 2016	"Out of your pet's fave foods or treats? You can buy Online, Pick Up In Store https://t.co/E7bvaIqyCH #inspiredbypets #Roseville"	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	3509	5785	0
Petsmart	Wed Apr 13 22:30:24 +0000 2016	Train your dog for social situations. https://t.co/sS6DdHedrO Enroll into a puppy or beginner class. Only $119. #inspiredbypets #Roseville	0.016666667	0.533333333	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	377	36	0
Petsmart	Sat Apr 16 00:30:40 +0000 2016	Your pup need a PAWdicure? Just one of the walk in grooming services we offer while you shop! https://t.co/e4CKIkJMJE #Roseville	0	0	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	2837	3905	0
Petsmart	Fri Apr 15 23:30:45 +0000 2016	Bring out their best with the right food for their unique needs. Learn more: https://t.co/4ug37V95cM #inspiredbypets #Roseville	0.540178571	0.583928571	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	458	36	0
Petsmart	Sat Apr 16 21:30:41 +0000 2016	"With the warm weather ahead, read these tips ""How to Keep Your Dog Cool This Summer"" https://t.co/j3aORgqGuX #inspiredbypets #Roseville"	0.475	0.625	PetSmart1184	"Roseville, CA"	"38.72338, -121.185878161131"	"38.72338, -121.185878161131"	3851	1	1
At Hollywood Feed	Sat Apr 16 12:53:11 +0000 2016	"RT @streetdogfdn: Adoption day! So many chances to meet your new best friend! @HWFeed @memfarmersmkt @MemphisMadeBrew (1-4)
@choose901 httpÉ??"	0.545454545	0.418181818	SamsaraKush	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	166	1	2
At Petco	Sun Apr 10 22:49:33 +0000 2016	RT @aboutamom: Join me w/ @Petco 4/13 6pm PT to chat about spring cleaning for your pet! #PetcoParty RSVP https://t.co/8HtpBV8ADu https://tÉ??	0	0	LaurKnotter	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	181	0	0
At Petco	Sun Apr 10 21:51:43 +0000 2016	This And That On Bonanza is out! https://t.co/QDCfj04Nb7 Stories via @Paceset9999 @Petco @Lucytheena	0	0	lorithisandthat	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	192	45	0
At Petsmart	Fri Apr 15 22:13:36 +0000 2016	"RT @peta: Dear @PetSmart, these animals don't look safe or healthy. https://t.co/ZzLN38btcG https://t.co/BQqIUsUpHh"	0.5	0.5	dustybunnie	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	181	0	1
Pet Food	Fri Apr 15 23:07:03 +0000 2016	RT @bizwestmedia: Former LineRate System leaders launching @Balanced_Blends line of pet food https://t.co/cixOxSWR9a #Boulder	0	0	potokat	colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	858	210	0
Petsmart	Sat Apr 16 00:13:11 +0000 2016	"Unless otherwise noted because of the weather, tomorrow- April 16 from 11am - 3pm, will be the NoCo Adoption Event at the Loveland Petsmart!"	0	0	ARRColorado	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	858	158	0
Rescue Dog	Tue Apr 12 23:20:52 +0000 2016	RT @mjathols: RT https://t.co/J0hcKrkAe3 Nervous Bride Wrong Groom Telepathic Rescue Dog @RaineEnglish #MagicalWeddings #TW4RW É?? http://amzÉ??	-0.5	0.9	RaeAnneHadley	Colorado	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	2778	0	1
At Chewy	Wed Apr 13 23:06:37 +0000 2016	@HamiltonPug @Chewy Thank you Chewy!	0	0	pugnotes	"Colorado, USA"	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	166	0	0
At Chewy	Wed Apr 13 23:06:21 +0000 2016	RT @HamiltonPug: Thanks to @chewy for giving away prizes at tonightÉ??s #PugChat https://t.co/k0N5FUGhex	0.2	0.2	pugnotes	"Colorado, USA"	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	329	0	0
Dog Park	Sat Apr 16 21:49:10 +0000 2016	"Hurry Hurry Hurry! We're going to be late for the DOG PARK, MOM!!!! https://t.co/SdyAvR8zhZ"	-0.732421875	0.6	lovemydogmore	"Colorado, USA"	"38.7251776, -105.6077166"	"38.7251776, -105.6077166"	121	0	0
At Petco	Fri Apr 08 22:51:09 +0000 2016	I just checked in @Petco with #mPLUSPlaces Download today!  https://t.co/Kil9ihyEUn	0	0	lrreed	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	90	14	0
At Petsmart	Fri Apr 15 22:28:28 +0000 2016	Check out the @wellnesspetfood Complete Health Grain Free Dog Food available @PetSmart #GrainFreeForMe #sponsored https://t.co/2wSDRVNopK	0.3	0.533333333	ourkidsmom	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	472	0	1
Blue Buffalo	Tue Apr 12 01:08:29 +0000 2016	RT @soulbabynovel: Working as the Blue Buffalo at the New York Dog Training and Parade in Union Square.  #bluebuffalo #aspca #dogs https://É??	-0.037878788	0.262626263	lifewithheidig	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	176	0	1
Blue Buffalo	Tue Apr 12 01:08:29 +0000 2016	RT @soulbabynovel: Working as the Blue Buffalo at the New York Dog Training and Parade in Union Square.  #bluebuffalo #aspca #dogs https://É??	-0.037878788	0.262626263	lifewithheidig	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	257	5	0
Blue Buffalo	Tue Apr 12 01:08:29 +0000 2016	RT @soulbabynovel: Working as the Blue Buffalo at the New York Dog Training and Parade in Union Square.  #bluebuffalo #aspca #dogs https://É??	-0.037878788	0.262626263	lifewithheidig	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	2414	14	0
Petco	Fri Apr 08 22:51:09 +0000 2016	I just checked in @Petco with #mPLUSPlaces Download today!  https://t.co/Kil9ihyEUn	0	0	lrreed	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	176	0	0
Pet Food	Fri Apr 15 23:32:07 +0000 2016	RT @AVMAvets: Questions about choosing right food for pet? Talk with your veterinarian to determine your petÉ??s nutritional needs https://t.É??	0.285714286	0.535714286	JetVetMissouri	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	156	0	3
Rescue Dog	Thu Apr 14 00:00:20 +0000 2016	"RT @loridowney3: TO DIE 4/14
APRIL #A1069421 #NYC #DOG #staffy X 
ADOPT FOSTER RESCUE PLEDGE 
Éè?https://t.co/oj7glqnb5R @Canine_Rights httpsÉ??"	0	0	sc_mo	Missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	442	0	4
Rescue Dog	Sat Apr 16 21:35:13 +0000 2016	RT @Martina: Stray Dog Collapses When Someone Finally Comes To Help Her:):) https://t.co/PWAMeb0CWd	0.333333333	1	Bebailey	missouri	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	6371	1	3
At Petco	Sun Apr 10 23:07:13 +0000 2016	RT @greggsulkin: Roxanne @Petco you seriously are the best! the kitties love you!!!	0.547743056	0.522222222	walkerdayla	"Missouri, USA"	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	227	0	0
Dog Park	Fri Apr 15 23:40:14 +0000 2016	"Jogging, swimming and playing at the dog park are all great ways for your dog to burn excess energy."	0.8	0.75	BustertheBeagle	"Missouri, USA"	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	551	0	0
Dog Treats	Sat Apr 16 20:36:52 +0000 2016	"@CUTEST_ANlMALS Adorable Alert here!!! Love this photo. Do not bother me, I am trying to sleep and dream of dog treats! Blessings."	0.80078125	0.8	jeaniekelley5	"Missouri, USA"	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	220	0	1
Petco	Sun Apr 10 23:07:13 +0000 2016	RT @greggsulkin: Roxanne @Petco you seriously are the best! the kitties love you!!!	0.547743056	0.522222222	walkerdayla	"Missouri, USA"	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	258	0	1
Dog Image	Sat Apr 09 23:45:48 +0000 2016	"RT @Love4Military: Hey Everyone! Say Hello to ""Sergeant"" ??ê? He's Training To Be A #PTSD Service Dog. ??ê?Éù?ã?è https://t.co/7dwoIFBylg"	0	0	jlhb45	MO	"38.7604815, -92.5617874"	"38.7604815, -92.5617874"	2975	0	0
Dog Treats	Fri Apr 15 21:48:21 +0000 2016	"Several businesses around the area are collecting canned dog food, treats and cleaning products to help the... https://t.co/4HX6nJDXQr"	0	0	967wcei	"Easton, Maryland"	"38.7742826, -76.0763304"	"38.7742826, -76.0763304"	483	91	0
At Petco	Tue Apr 12 23:35:15 +0000 2016	RT @Petco: Housetraining your #puppy? Quick tip: Start training on a weekend when you have time to create a routine. https://t.co/dfr0F4gGZO	0.333333333	0.5	NOVATownPlanner	"Springfield, VA"	"38.7890522, -77.1870367"	"38.7890522, -77.1870367"	441	0	0
Petco	Tue Apr 12 23:35:15 +0000 2016	RT @Petco: Housetraining your #puppy? Quick tip: Start training on a weekend when you have time to create a routine. https://t.co/dfr0F4gGZO	0.333333333	0.5	NOVATownPlanner	"Springfield, VA"	"38.7890522, -77.1870367"	"38.7890522, -77.1870367"	42	0	0
Blue Buffalo	Thu Apr 07 00:57:53 +0000 2016	https://t.co/NhVXchLuXA Nike Alpha Pro Mid 3/4 TD Football Cleats Size 11.5 Red Blue Buffalo Bills	0	0.033333333	InspireInsideIX	"St Peters, MO"	"38.8010514, -90.6278809"	"38.8010514, -90.6278809"	312	0	0
Dog Bed	Tue Apr 12 00:05:46 +0000 2016	"Sothebys: RT quintessenceblg: .BunnyWilliams knows it's all about the mix, down to the dog bed at #SothebysShowhouÉ?? https://t.co/WXQz0wiYeV"	-0.155555556	0.288888889	ReviewsBychkov	"Alexandria, VA"	"38.8051095, -77.0470228"	"38.8051095, -77.0470228"	69253	27	0
Dog Treats	Mon Apr 11 23:55:14 +0000 2016	"It's #NationalPetDay! Give your dog a hug, a bath and one of our treats or walks ;)  #NOVA #DC #dogsoftwitter #dogs https://t.co/r5lRVzWSot"	0.25	1	RainingCD	"Alexandria, Va"	"38.8051095, -77.0470228"	"38.8051095, -77.0470228"	29	27	0
Pet Food	Sat Apr 16 20:09:16 +0000 2016	"RT @EmilyReviewsCom: Find out why a self-proclaimed ""crazy dog lady"" is switching her pets to grain free dog food. #ad #GrainFreeForMe httpÉ??"	-0.1	0.85	PlayPartyPlan	"Alexandria, VA"	"38.8051095, -77.0470228"	"38.8051095, -77.0470228"	38	2	0
At Petsmart	Sat Apr 16 21:36:07 +0000 2016	"RT @MikeSHodges: ...and POTD goes to our converted WR who is killin it on the field &amp; with his mgmt of @PetSmart!

#GoPanthers https://t.coÉ??"	0	0	trayfball23	"Wentzville, MO"	"38.81144, -90.8529106"	"38.81144, -90.8529106"		0	
Petsmart	Sat Apr 16 21:36:07 +0000 2016	"RT @MikeSHodges: ...and POTD goes to our converted WR who is killin it on the field &amp; with his mgmt of @PetSmart!

#GoPanthers https://t.coÉ??"	0	0	trayfball23	"Wentzville, MO"	"38.81144, -90.8529106"	"38.81144, -90.8529106"		0	
